date,market_type,contracts
2026-01-13,Mention,420729
2026-01-13,Moneyline,145960170
2026-01-13,Motorsport,8116
2026-01-13,Other,836835
2026-01-13,Over/Under,9849696
2026-01-13,Parlay (correlated),18189190
2026-01-13,Parlay (independent),8508762
2026-01-13,Parlay (pending),249484
2026-01-13,Player Prop,856601
2026-01-13,Spread,11252726
2026-01-14,Cricket,161
2026-01-14,Esports,1113112
2026-01-14,Futures/Award,7148662
2026-01-14,Game Prop,339583
2026-01-14,Mention,1233180
2026-01-14,Moneyline,153571179
2026-01-14,Motorsport,10025
2026-01-14,Other,1338079
2026-01-14,Over/Under,11504445
2026-01-14,Parlay (correlated),16589701
2026-01-14,Parlay (independent),8127120
2026-01-14,Parlay (pending),1232562
2026-01-14,Player Prop,780393
2026-01-14,Spread,12534892
2026-01-15,Cricket,289
2026-01-15,Esports,1424899
2026-01-15,Futures/Award,7745925
2026-01-15,Game Prop,96001
2026-01-15,Mention,696041
2026-01-15,Moneyline,136154368
2026-01-15,Motorsport,18477
2026-01-15,Other,1321221
2026-01-15,Over/Under,13441953
2026-01-15,Parlay (correlated),19577013
2026-01-15,Parlay (independent),10036666
2026-01-15,Parlay (pending),830215
2026-01-15,Player Prop,979614
2026-01-15,Spread,13689702
2026-01-16,Cricket,121
2026-01-16,Esports,1643996
2026-01-16,Futures/Award,7467210
2026-01-16,Game Prop,110369
2026-01-16,Mention,873169
2026-01-16,Moneyline,117151346
2026-01-16,Motorsport,19477
2026-01-16,Other,1435312
2026-01-16,Over/Under,10229280
2026-01-16,Parlay (correlated),21953467
2026-01-16,Parlay (independent),9430698
2026-01-16,Parlay (pending),1607107
2026-01-16,Player Prop,1270022
2026-01-16,Spread,10898682
2026-01-17,Cricket,1513
2026-01-17,Esports,1658910
2026-01-17,Futures/Award,19198580
2026-01-17,Game Prop,403834
2026-01-17,Mention,2746972
2026-01-17,Moneyline,313478358
2026-01-17,Motorsport,4311
2026-01-17,Other,1141159
2026-01-17,Over/Under,22969948
2026-01-17,Parlay (correlated),79957251
2026-01-17,Parlay (independent),18743915
2026-01-17,Parlay (pending),9072057
2026-01-17,Player Prop,14348336
2026-01-17,Spread,31613224
2026-01-18,Cricket,841
2026-01-18,Esports,1420131
2026-01-18,Futures/Award,17110346
2026-01-18,Game Prop,762542
2026-01-18,Mention,3410983
2026-01-18,Moneyline,206052696
2026-01-18,Motorsport,20667
2026-01-18,Other,1222253
2026-01-18,Over/Under,22466189
2026-01-18,Parlay (correlated),86684832
2026-01-18,Parlay (independent),6504245
2026-01-18,Parlay (pending),8026690
2026-01-18,Player Prop,15909131
2026-01-18,Spread,29413951
2026-01-19,Cricket,803
2026-01-19,Esports,826635
2026-01-19,Futures/Award,74078722
2026-01-19,Game Prop,3313843
2026-01-19,Mention,2551413
2026-01-19,Moneyline,119767147
2026-01-19,Motorsport,9445
2026-01-19,Other,908832
2026-01-19,Over/Under,18185288
2026-01-19,Parlay (correlated),16100707
2026-01-19,Parlay (independent),6283026
2026-01-19,Parlay (pending),12222759
2026-01-19,Player Prop,590449
2026-01-19,Spread,30465148
2026-01-20,Cricket,9188
2026-01-20,Esports,237320
2026-01-20,Futures/Award,6401661
2026-01-20,Game Prop,210909
2026-01-20,Mention,282618
2026-01-20,Moneyline,142386422
2026-01-20,Motorsport,9327
2026-01-20,Other,795006
2026-01-20,Over/Under,13025317
2026-01-20,Parlay (correlated),16411310
2026-01-20,Parlay (independent),9692734
2026-01-20,Parlay (pending),2244
2026-01-20,Player Prop,672516
2026-01-20,Spread,11332171
2026-01-21,Cricket,1045
2026-01-21,Esports,641395
2026-01-21,Futures/Award,6681369
2026-01-21,Game Prop,158104
2026-01-21,Mention,998483
2026-01-21,Moneyline,142926898
2026-01-21,Motorsport,3649
2026-01-21,Other,1037958
2026-01-21,Over/Under,13916238
2026-01-21,Parlay (correlated),17002595
2026-01-21,Parlay (independent),11205083
2026-01-21,Parlay (pending),28029
2026-01-21,Player Prop,752000
2026-01-21,Spread,12819567
2026-01-22,Cricket,3365
2026-01-22,Esports,1209352
2026-01-22,Futures/Award,8527484
2026-01-22,Game Prop,184744
2026-01-22,Mention,559054
2026-01-22,Moneyline,148959868
2026-01-22,Motorsport,9148
2026-01-22,Other,1862193
2026-01-22,Over/Under,15402494
2026-01-22,Parlay (correlated),18259554
2026-01-22,Parlay (independent),13068388
2026-01-22,Parlay (pending),612779
2026-01-22,Player Prop,941466
2026-01-22,Spread,11655501
2026-01-23,Cricket,1512
2026-01-23,Esports,1984408
2026-01-23,Futures/Award,10152425
2026-01-23,Game Prop,458420
2026-01-23,Mention,696008
2026-01-23,Moneyline,154026784
2026-01-23,Motorsport,6091
2026-01-23,Other,1268829
2026-01-23,Over/Under,13583263
2026-01-23,Parlay (correlated),23071010
2026-01-23,Parlay (independent),13131550
2026-01-23,Parlay (pending),685216
2026-01-23,Player Prop,1049813
2026-01-23,Spread,12915906
2026-01-24,Cricket,1220
2026-01-24,Esports,2210920
2026-01-24,Futures/Award,11720026
2026-01-24,Game Prop,5220190
2026-01-24,Mention,878410
2026-01-24,Moneyline,249865583
2026-01-24,Motorsport,9189
2026-01-24,Other,1475075
2026-01-24,Over/Under,24074698
2026-01-24,Parlay (correlated),31794915
2026-01-24,Parlay (independent),22609789
2026-01-24,Parlay (pending),1066068
2026-01-24,Player Prop,1291998
2026-01-24,Spread,21287409
2026-01-25,Cricket,22756
2026-01-25,Esports,2437308
2026-01-25,Futures/Award,164237141
2026-01-25,Game Prop,4607454
2026-01-25,Mention,7954661
2026-01-25,Moneyline,125940337
2026-01-25,Motorsport,12403
2026-01-25,Other,1226902
2026-01-25,Over/Under,23417193
2026-01-25,Parlay (correlated),114669588
2026-01-25,Parlay (independent),9403851
2026-01-25,Parlay (pending),10915685
2026-01-25,Player Prop,17346188
2026-01-25,Spread,33014156
2026-01-26,Cricket,27098
2026-01-26,Esports,1055326
2026-01-26,Futures/Award,9172722
2026-01-26,Game Prop,283491
2026-01-26,Mention,637928
2026-01-26,Moneyline,138080289
2026-01-26,Motorsport,26140
2026-01-26,Other,1212745
2026-01-26,Over/Under,14837447
2026-01-26,Parlay (correlated),24562854
2026-01-26,Parlay (independent),10936105
2026-01-26,Player Prop,1165673
2026-01-26,Spread,15244908
2026-01-27,Cricket,26047
2026-01-27,Esports,649139
2026-01-27,Futures/Award,7168057
2026-01-27,Game Prop,480216
2026-01-27,Mention,789064
2026-01-27,Moneyline,178559362
2026-01-27,Motorsport,11773
2026-01-27,Other,1335640
2026-01-27,Over/Under,14238731
2026-01-27,Parlay (correlated),18287697
2026-01-27,Parlay (independent),16459925
2026-01-27,Parlay (pending),62800
2026-01-27,Player Prop,1233089
2026-01-27,Spread,17276993
2026-01-28,Cricket,59020
2026-01-28,Esports,1602414
2026-01-28,Futures/Award,9258105
2026-01-28,Game Prop,981712
2026-01-28,Mention,593521
2026-01-28,Moneyline,178692917
2026-01-28,Motorsport,43702
2026-01-28,Other,1217222
2026-01-28,Over/Under,15745455
2026-01-28,Parlay (correlated),19053011
2026-01-28,Parlay (independent),21853547
2026-01-28,Parlay (pending),118996
2026-01-28,Player Prop,1376069
2026-01-28,Spread,14418552
2026-01-29,Cricket,52817
2026-01-29,Esports,2015506
2026-01-29,Futures/Award,12954485
2026-01-29,Game Prop,357168
2026-01-29,Mention,811491
2026-01-29,Moneyline,142528475
2026-01-29,Motorsport,54741
2026-01-29,Other,2078449
2026-01-29,Over/Under,13951835
2026-01-29,Parlay (correlated),15303922
2026-01-29,Parlay (independent),19169174
2026-01-29,Parlay (pending),103329
2026-01-29,Player Prop,1201047
2026-01-29,Spread,11653434
2026-01-30,Cricket,20864
2026-01-30,Esports,2690006
2026-01-30,Futures/Award,13905550
2026-01-30,Game Prop,1136034
2026-01-30,Mention,395814
2026-01-30,Moneyline,161104034
2026-01-30,Motorsport,37782
2026-01-30,Other,1262148
2026-01-30,Over/Under,13796641
2026-01-30,Parlay (correlated),15794102
2026-01-30,Parlay (independent),18056000
2026-01-30,Parlay (pending),118707
2026-01-30,Player Prop,1321683
2026-01-30,Spread,14896406
2026-01-31,Cricket,30142
2026-01-31,Esports,2605303
2026-01-31,Futures/Award,17181162
2026-01-31,Game Prop,4902981
2026-01-31,Mention,856087
2026-01-31,Moneyline,236839874
2026-01-31,Motorsport,35658
2026-01-31,Other,1289433
2026-01-31,Over/Under,20825649
2026-01-31,Parlay (correlated),15873769
2026-01-31,Parlay (independent),24891903
2026-01-31,Parlay (pending),118602
2026-01-31,Player Prop,1366280
2026-01-31,Spread,24172382
2026-02-01,Cricket,63784
2026-02-01,Esports,3008971
2026-02-01,Futures/Award,18360941
2026-02-01,Game Prop,1352609
2026-02-01,Mention,626562
2026-02-01,Moneyline,161543662
2026-02-01,Motorsport,23038
2026-02-01,Other,1900975
2026-02-01,Over/Under,19015678
2026-02-01,Parlay (correlated),18401072
2026-02-01,Parlay (independent),19148639
2026-02-01,Parlay (pending),141792
2026-02-01,Player Prop,1980347
2026-02-01,Spread,20638385
2026-02-02,Cricket,97088
2026-02-02,Esports,2243369
2026-02-02,Futures/Award,8130087
2026-02-02,Game Prop,295653
2026-02-02,Mention,613479
2026-02-02,Moneyline,123337062
2026-02-02,Motorsport,31336
2026-02-02,Other,503863
2026-02-02,Over/Under,12044686
2026-02-02,Parlay (correlated),12650105
2026-02-02,Parlay (independent),12645204
2026-02-02,Parlay (pending),204512
2026-02-02,Player Prop,1449876
2026-02-02,Spread,13822881
2026-02-03,Cricket,58311
2026-02-03,Esports,2395548
2026-02-03,Futures/Award,11090829
2026-02-03,Game Prop,476502
2026-02-03,Mention,1551363
2026-02-03,Moneyline,132667709
2026-02-03,Motorsport,51877
2026-02-03,Other,1221675
2026-02-03,Over/Under,12420552
2026-02-03,Parlay (correlated),16353562
2026-02-03,Parlay (independent),18610108
2026-02-03,Parlay (pending),245080
2026-02-03,Player Prop,1686691
2026-02-03,Spread,15791228
2026-02-04,Cricket,114136
2026-02-04,Esports,1392829
2026-02-04,Futures/Award,16100551
2026-02-04,Game Prop,438153
2026-02-04,Mention,619153
2026-02-04,Moneyline,170086968
2026-02-04,Motorsport,181921
2026-02-04,Other,1891058
2026-02-04,Over/Under,12976929
2026-02-04,Parlay (correlated),16211661
2026-02-04,Parlay (independent),23292767
2026-02-04,Parlay (pending),318669
2026-02-04,Player Prop,1689306
2026-02-04,Spread,17215999
2026-02-05,Cricket,127842
2026-02-05,Esports,1249870
2026-02-05,Futures/Award,21675682
2026-02-05,Game Prop,504415
2026-02-05,Mention,545731
2026-02-05,Moneyline,155978150
2026-02-05,Motorsport,22536
2026-02-05,Other,2932320
2026-02-05,Over/Under,12893603
2026-02-05,Parlay (correlated),22708128
2026-02-05,Parlay (independent),18778635
2026-02-05,Parlay (pending),481405
2026-02-05,Player Prop,2104345
2026-02-05,Spread,14210889
2026-02-06,Cricket,357865
2026-02-06,Esports,2886917
2026-02-06,Futures/Award,18626839
2026-02-06,Game Prop,711111
2026-02-06,Mention,817115
2026-02-06,Moneyline,143815569
2026-02-06,Motorsport,39096
2026-02-06,Other,1919420
2026-02-06,Over/Under,10474078
2026-02-06,Parlay (correlated),29141471
2026-02-06,Parlay (independent),13640227
2026-02-06,Parlay (pending),921541
2026-02-06,Player Prop,3202304
2026-02-06,Spread,13821154
2026-02-07,Cricket,2608658
2026-02-07,Esports,2826607
2026-02-07,Futures/Award,30019896
2026-02-07,Game Prop,2062000
2026-02-07,Mention,1132275
2026-02-07,Moneyline,231813072
2026-02-07,Motorsport,22145
2026-02-07,Other,2094708
2026-02-07,Over/Under,21645233
2026-02-07,Parlay (correlated),41831597
2026-02-07,Parlay (independent),31836900
2026-02-07,Parlay (pending),1617557
2026-02-07,Player Prop,5127310
2026-02-07,Spread,27982911
2026-02-08,Cricket,3504516
2026-02-08,Esports,2769823
2026-02-08,Futures/Award,221541278
2026-02-08,Game Prop,5956288
2026-02-08,Mention,7136432
2026-02-08,Moneyline,118458052
2026-02-08,Motorsport,74071
2026-02-08,Other,7910799
2026-02-08,Over/Under,26292716
2026-02-08,Parlay (correlated),154183386
2026-02-08,Parlay (independent),10475110
2026-02-08,Parlay (pending),11434118
2026-02-08,Player Prop,28658933
2026-02-08,Spread,42664150
2026-02-09,Cricket,1519407
2026-02-09,Esports,1119354
2026-02-09,Futures/Award,8938124
2026-02-09,Game Prop,83791
2026-02-09,Mention,677644
2026-02-09,Moneyline,174076178
2026-02-09,Motorsport,59009
2026-02-09,Other,352938
2026-02-09,Over/Under,12780779
2026-02-09,Parlay (correlated),17975538
2026-02-09,Parlay (independent),28518902
2026-02-09,Player Prop,1018209
2026-02-09,Spread,15568433
2026-02-10,Cricket,3230919
2026-02-10,Esports,1776602
2026-02-10,Futures/Award,8634265
2026-02-10,Game Prop,230833
2026-02-10,Mention,1510761
2026-02-10,Moneyline,208082603
2026-02-10,Motorsport,90833
2026-02-10,Other,928451
2026-02-10,Over/Under,11928171
2026-02-10,Parlay (correlated),16102714
2026-02-10,Parlay (independent),23823171
2026-02-10,Player Prop,1052023
2026-02-10,Spread,15429136
2026-02-11,Cricket,9262976
2026-02-11,Esports,1550049
2026-02-11,Futures/Award,8866538
2026-02-11,Game Prop,115732
2026-02-11,Mention,1408091
2026-02-11,Moneyline,203733196
2026-02-11,Motorsport,314111
2026-02-11,Other,1375543
2026-02-11,Over/Under,17232888
2026-02-11,Parlay (correlated),19623322
2026-02-11,Parlay (independent),35381143
2026-02-11,Player Prop,1207243
2026-02-11,Spread,20104227
2026-02-12,Cricket,3261016
2026-02-12,Esports,1047370
2026-02-12,Futures/Award,18552344
2026-02-12,Game Prop,140421
2026-02-12,Mention,1237885
2026-02-12,Moneyline,179185487
2026-02-12,Motorsport,568993
2026-02-12,Other,3208060
2026-02-12,Over/Under,15241176
2026-02-12,Parlay (correlated),10364063
2026-02-12,Parlay (independent),17931015
2026-02-12,Player Prop,598221
2026-02-12,Spread,15356168
2026-02-13,Cricket,7546038
2026-02-13,Esports,2470962
2026-02-13,Futures/Award,20282178
2026-02-13,Game Prop,51639
2026-02-13,Mention,435394
2026-02-13,Moneyline,156159186
2026-02-13,Motorsport,924627
2026-02-13,Other,1807517
2026-02-13,Over/Under,9852708
2026-02-13,Parlay (correlated),1897863
2026-02-13,Parlay (independent),17346522
2026-02-13,Player Prop,43420
2026-02-13,Spread,10785103
2026-02-14,Cricket,5565008
2026-02-14,Esports,3268453
2026-02-14,Futures/Award,31017409
2026-02-14,Game Prop,139353
2026-02-14,Mention,1109152
2026-02-14,Moneyline,246244353
2026-02-14,Motorsport,1512015
2026-02-14,Other,1641728
2026-02-14,Over/Under,23179532
2026-02-14,Parlay (correlated),2363768
2026-02-14,Parlay (independent),33898524
2026-02-14,Player Prop,6452
2026-02-14,Spread,27764947
2026-02-15,Cricket,7573978
2026-02-15,Esports,4370841
2026-02-15,Futures/Award,45882979
2026-02-15,Game Prop,99247
2026-02-15,Mention,88903
2026-02-15,Moneyline,182771377
2026-02-15,Motorsport,10601427
2026-02-15,Other,1710707
2026-02-15,Over/Under,15601879
2026-02-15,Parlay (correlated),1848106
2026-02-15,Parlay (independent),18319341
2026-02-15,Player Prop,8545
2026-02-15,Spread,15222930
2026-02-16,Cricket,8201298
2026-02-16,Esports,2688691
2026-02-16,Futures/Award,10402681
2026-02-16,Game Prop,53803
2026-02-16,Mention,549690
2026-02-16,Moneyline,155652765
2026-02-16,Motorsport,44204
2026-02-16,Other,1573667
2026-02-16,Over/Under,14441754
2026-02-16,Parlay (correlated),2205603
2026-02-16,Parlay (independent),17846612
2026-02-16,Player Prop,9495
2026-02-16,Spread,14162121
2026-02-17,Cricket,6384398
2026-02-17,Esports,2005190
2026-02-17,Futures/Award,8346419
2026-02-17,Game Prop,172207
2026-02-17,Mention,575033
2026-02-17,Moneyline,182838071
2026-02-17,Motorsport,89588
2026-02-17,Other,1565136
2026-02-17,Over/Under,13231735
2026-02-17,Parlay (correlated),2917651
2026-02-17,Parlay (independent),31122633
2026-02-17,Player Prop,13051
2026-02-17,Spread,18017210
2026-02-18,Cricket,5855371
2026-02-18,Esports,1441883
2026-02-18,Futures/Award,9888146
2026-02-18,Game Prop,214044
2026-02-18,Mention,602751
2026-02-18,Moneyline,218199513
2026-02-18,Motorsport,105634
2026-02-18,Other,2483944
2026-02-18,Over/Under,14822274
2026-02-18,Parlay (correlated),4384960
2026-02-18,Parlay (independent),29728782
2026-02-18,Player Prop,60143
2026-02-18,Spread,19368465
2026-02-19,Cricket,4895145
2026-02-19,Esports,545555
2026-02-19,Futures/Award,24866735
2026-02-19,Game Prop,84795
2026-02-19,Mention,684641
2026-02-19,Moneyline,189342513
2026-02-19,Motorsport,234821
2026-02-19,Other,7408884
2026-02-19,Over/Under,17036909
2026-02-19,Parlay (correlated),17906543
2026-02-19,Parlay (independent),26128355
2026-02-19,Player Prop,934038
2026-02-19,Spread,19345969
2026-02-20,Cricket,974945
2026-02-20,Esports,3526559
2026-02-20,Futures/Award,17479294
2026-02-20,Game Prop,241825
2026-02-20,Mention,541333
2026-02-20,Moneyline,192085584
2026-02-20,Motorsport,211742
2026-02-20,Other,3123597
2026-02-20,Over/Under,14577492
2026-02-20,Parlay (correlated),15597058
2026-02-20,Parlay (independent),24701544
2026-02-20,Player Prop,915476
2026-02-20,Spread,20055368
2026-02-21,Cricket,1126269
2026-02-21,Esports,2488285
2026-02-21,Futures/Award,16494532
2026-02-21,Game Prop,3509018
2026-02-21,Mention,941189
2026-02-21,Moneyline,300341680
2026-02-21,Motorsport,531774
2026-02-21,Other,1785546
2026-02-21,Over/Under,26460510
2026-02-21,Parlay (correlated),16821812
2026-02-21,Parlay (independent),47122294
2026-02-21,Player Prop,776280
2026-02-21,Spread,33500319
2026-02-22,Cricket,8359103
2026-02-22,Esports,2601129
2026-02-22,Futures/Award,29094882
2026-02-22,Game Prop,998773
2026-02-22,Mention,858615
2026-02-22,Moneyline,228230996
2026-02-22,Motorsport,2580336
2026-02-22,Other,2819787
2026-02-22,Over/Under,20981519
2026-02-22,Parlay (correlated),27471884
2026-02-22,Parlay (independent),31333684
2026-02-22,Player Prop,1401678
2026-02-22,Spread,24708629
2026-02-23,Cricket,3009750
2026-02-23,Esports,1517725
2026-02-23,Futures/Award,8555202
2026-02-23,Game Prop,262135
2026-02-23,Mention,785645
2026-02-23,Moneyline,146677177
2026-02-23,Motorsport,46157
2026-02-23,Other,2281479
2026-02-23,Over/Under,11955176
2026-02-23,Parlay (correlated),15728649
2026-02-23,Parlay (independent),15625060
2026-02-23,Player Prop,701879
2026-02-23,Spread,11410249
2026-02-24,Cricket,6489388
2026-02-24,Esports,1621954
2026-02-24,Futures/Award,6222916
2026-02-24,Game Prop,516991
2026-02-24,Mention,312187
2026-02-24,Moneyline,193330849
2026-02-24,Motorsport,126488
2026-02-24,Other,1384617
2026-02-24,Over/Under,13541954
2026-02-24,Parlay (correlated),21084547
2026-02-24,Parlay (independent),36779157
2026-02-24,Player Prop,936086
2026-02-24,Spread,18171228
2026-02-25,Cricket,5744734
2026-02-25,Esports,1824580
2026-02-25,Futures/Award,7415927
2026-02-25,Game Prop,1046381
2026-02-25,Mention,584147
2026-02-25,Moneyline,213240682
2026-02-25,Motorsport,123868
2026-02-25,Other,2140948
2026-02-25,Over/Under,17276618
2026-02-25,Parlay (correlated),17751514
2026-02-25,Parlay (independent),32800107
2026-02-25,Player Prop,718513
2026-02-25,Spread,19542730
2026-02-26,Cricket,3973897
2026-02-26,Esports,2090194
2026-02-26,Futures/Award,12778744
2026-02-26,Game Prop,269832
2026-02-26,Mention,750336
2026-02-26,Moneyline,210504151
2026-02-26,Motorsport,161257
2026-02-26,Other,3927381
2026-02-26,Over/Under,16978381
2026-02-26,Parlay (correlated),18183790
2026-02-26,Parlay (independent),29700792
2026-02-26,Player Prop,1206359
2026-02-26,Spread,19673158
2026-02-27,Cricket,7837196
2026-02-27,Esports,2883299
2026-02-27,Futures/Award,10262150
2026-02-27,Game Prop,530286
2026-02-27,Mention,596152
2026-02-27,Moneyline,193241629
2026-02-27,Motorsport,250816
2026-02-27,Other,1890959
2026-02-27,Over/Under,13050655
2026-02-27,Parlay (correlated),17364835
2026-02-27,Parlay (independent),23564223
2026-02-27,Player Prop,953782
2026-02-27,Spread,14902596
2026-02-28,Cricket,6732224
2026-02-28,Esports,3112492
2026-02-28,Futures/Award,7556521
2026-02-28,Game Prop,3294125
2026-02-28,Mention,592630
2026-02-28,Moneyline,280624580
2026-02-28,Motorsport,1009366
2026-02-28,Other,1362481
2026-02-28,Over/Under,29502237
2026-02-28,Parlay (correlated),20294849
2026-02-28,Parlay (independent),46023166
2026-02-28,Player Prop,1166070
2026-02-28,Spread,33138226
2026-03-01,Cricket,8836460
2026-03-01,Esports,3427590
2026-03-01,Futures/Award,13940681
2026-03-01,Game Prop,455882
2026-03-01,Mention,637270
2026-03-01,Moneyline,216499099
2026-03-01,Motorsport,2817272
2026-03-01,Other,1836407
2026-03-01,Over/Under,24722100
2026-03-01,Parlay (correlated),28972178
2026-03-01,Parlay (independent),38457957
2026-03-01,Player Prop,1782053
2026-03-01,Spread,31344349
2026-03-02,Cricket,478481
2026-03-02,Esports,3234209
2026-03-02,Futures/Award,8295616
2026-03-02,Game Prop,490177
2026-03-02,Mention,1801391
2026-03-02,Moneyline,152177094
2026-03-02,Motorsport,87989
2026-03-02,Other,1387876
2026-03-02,Over/Under,13501542
2026-03-02,Parlay (correlated),15457226
2026-03-02,Parlay (independent),21340299
2026-03-02,Player Prop,952658
2026-03-02,Spread,17378355
2026-03-03,Cricket,605164
2026-03-03,Esports,2595106
2026-03-03,Futures/Award,7260181
2026-03-03,Game Prop,709535
2026-03-03,Mention,912341
2026-03-03,Moneyline,186234536
2026-03-03,Motorsport,221842
2026-03-03,Other,1446830
2026-03-03,Over/Under,16547788
2026-03-03,Parlay (correlated),21644551
2026-03-03,Parlay (independent),38221276
2026-03-03,Player Prop,1305639
2026-03-03,Spread,20877038
2026-03-04,Cricket,6489696
2026-03-04,Esports,3559011
2026-03-04,Futures/Award,9044517
2026-03-04,Game Prop,278652
2026-03-04,Mention,452578
2026-03-04,Moneyline,207224147
2026-03-04,Motorsport,256448
2026-03-04,Other,2391058
2026-03-04,Over/Under,17503453
2026-03-04,Parlay (correlated),18893392
2026-03-04,Parlay (independent),34743252
2026-03-04,Player Prop,1227788
2026-03-04,Spread,21612461
2026-03-05,Cricket,12288366
2026-03-05,Esports,2212406
2026-03-05,Futures/Award,15109581
2026-03-05,Game Prop,317450
2026-03-05,Mention,485596
2026-03-05,Moneyline,201872279
2026-03-05,Motorsport,489645
2026-03-05,Other,4784925
2026-03-05,Over/Under,17143515
2026-03-05,Parlay (correlated),19270961
2026-03-05,Parlay (independent),35251491
2026-03-05,Player Prop,953278
2026-03-05,Spread,19785088
2026-03-06,Cricket,712063
2026-03-06,Esports,3163918
2026-03-06,Futures/Award,14134914
2026-03-06,Game Prop,490397
2026-03-06,Mention,527976
2026-03-06,Moneyline,226501381
2026-03-06,Motorsport,1001831
2026-03-06,Other,2608599
2026-03-06,Over/Under,16697703
2026-03-06,Parlay (correlated),21228884
2026-03-06,Parlay (independent),36318501
2026-03-06,Player Prop,1191990
2026-03-06,Spread,22180873
2026-03-07,Cricket,886942
2026-03-07,Esports,3124252
2026-03-07,Futures/Award,14140503
2026-03-07,Game Prop,7380335
2026-03-07,Mention,1826796
2026-03-07,Moneyline,308315420
2026-03-07,Motorsport,3808100
2026-03-07,Other,2070655
2026-03-07,Over/Under,24055386
2026-03-07,Parlay (correlated),18722470
2026-03-07,Parlay (independent),57977815
2026-03-07,Player Prop,871984
2026-03-07,Spread,32575870
2026-03-08,Cricket,10712381
2026-03-08,Esports,3078852
2026-03-08,Futures/Award,25618088
2026-03-08,Game Prop,885032
2026-03-08,Mention,541934
2026-03-08,Moneyline,236395975
2026-03-08,Motorsport,3391545
2026-03-08,Other,2623040
2026-03-08,Over/Under,21206282
2026-03-08,Parlay (correlated),26341344
2026-03-08,Parlay (independent),40612240
2026-03-08,Player Prop,1895705
2026-03-08,Spread,24275331
2026-03-09,Cricket,238767
2026-03-09,Esports,2497016
2026-03-09,Futures/Award,12402091
2026-03-09,Game Prop,286151
2026-03-09,Mention,389323
2026-03-09,Moneyline,170700274
2026-03-09,Motorsport,103544
2026-03-09,Other,2312028
2026-03-09,Over/Under,14026882
2026-03-09,Parlay (correlated),16140352
2026-03-09,Parlay (independent),22686943
2026-03-09,Player Prop,881168
2026-03-09,Spread,15375616
2026-03-10,Cricket,343466
2026-03-10,Esports,1970380
2026-03-10,Futures/Award,19302787
2026-03-10,Game Prop,382485
2026-03-10,Mention,303956
2026-03-10,Moneyline,197379015
2026-03-10,Motorsport,178893
2026-03-10,Other,2248027
2026-03-10,Over/Under,19167656
2026-03-10,Parlay (correlated),25330539
2026-03-10,Parlay (independent),46281388
2026-03-10,Player Prop,1698695
2026-03-10,Spread,22754956
2026-03-11,Cricket,111260
2026-03-11,Esports,786165
2026-03-11,Futures/Award,16468827
2026-03-11,Game Prop,440540
2026-03-11,Mention,353009
2026-03-11,Moneyline,225494596
2026-03-11,Motorsport,372966
2026-03-11,Other,3823867
2026-03-11,Over/Under,23545330
2026-03-11,Parlay (correlated),21425011
2026-03-11,Parlay (independent),43163485
2026-03-11,Player Prop,1115724
2026-03-11,Spread,30809799
2026-03-12,Cricket,88789
2026-03-12,Esports,609659
2026-03-12,Futures/Award,28190636
2026-03-12,Game Prop,361381
2026-03-12,Mention,455585
2026-03-12,Moneyline,216157677
2026-03-12,Motorsport,471780
2026-03-12,Other,8892200
2026-03-12,Over/Under,23306688
2026-03-12,Parlay (correlated),19650053
2026-03-12,Parlay (independent),42245249
2026-03-12,Player Prop,1187207
2026-03-12,Spread,31749080
2026-03-13,Cricket,107071
2026-03-13,Esports,3252461
2026-03-13,Futures/Award,23104960
2026-03-13,Game Prop,289617
2026-03-13,Mention,597879
2026-03-13,Moneyline,223148846
2026-03-13,Motorsport,898851
2026-03-13,Other,3509764
2026-03-13,Over/Under,22052539
2026-03-13,Parlay (correlated),23669675
2026-03-13,Parlay (independent),44540768
2026-03-13,Player Prop,979451
2026-03-13,Spread,36156068
2026-03-14,Cricket,214472
2026-03-14,Esports,1871009
2026-03-14,Futures/Award,77805576
2026-03-14,Game Prop,2856640
2026-03-14,Mention,433786
2026-03-14,Moneyline,219789901
2026-03-14,Motorsport,1628085
2026-03-14,Other,3715607
2026-03-14,Over/Under,26074299
2026-03-14,Parlay (correlated),36236891
2026-03-14,Parlay (independent),35886654
2026-03-14,Player Prop,1212644
2026-03-14,Spread,36919560
2026-03-15,Cricket,1444485
2026-03-15,Esports,1819846
2026-03-15,Futures/Award,88018525
2026-03-15,Game Prop,836406
2026-03-15,Mention,346766
2026-03-15,Moneyline,158276979
2026-03-15,Motorsport,3976373
2026-03-15,Other,17756961
2026-03-15,Over/Under,19884721
2026-03-15,Parlay (correlated),31038473
2026-03-15,Parlay (independent),24147787
2026-03-15,Player Prop,1142260
2026-03-15,Spread,22356525
2026-03-16,Cricket,186418
2026-03-16,Esports,1694957
2026-03-16,Futures/Award,20433013
2026-03-16,Game Prop,406660
2026-03-16,Mention,298255
2026-03-16,Moneyline,138077744
2026-03-16,Motorsport,78427
2026-03-16,Other,1895633
2026-03-16,Over/Under,10800269
2026-03-16,Parlay (correlated),24670606
2026-03-16,Parlay (independent),27414411
2026-03-16,Player Prop,1277114
2026-03-16,Spread,10458522
2026-03-17,Cricket,1282898
2026-03-17,Esports,2110722
2026-03-17,Futures/Award,39648936
2026-03-17,Game Prop,1072787
2026-03-17,Mention,342201
2026-03-17,Moneyline,171415845
2026-03-17,Motorsport,108491
2026-03-17,Other,2292535
