date,parlay_class,n_legs_bucket,sportmix,contracts,unmapped_flag
2026-06-28,same-game (correlated),3,mixed,32666,0
2026-06-28,same-game (correlated),4,all-nonsports,66637,0
2026-06-28,same-game (correlated),4,all-sports,13167491,0
2026-06-28,same-game (correlated),4,mixed,31933,0
2026-06-28,same-game (correlated),5-7,all-nonsports,255032,0
2026-06-28,same-game (correlated),5-7,all-sports,28808136,0
2026-06-28,same-game (correlated),5-7,mixed,68710,0
2026-06-28,same-game (correlated),8+,all-nonsports,1845,0
2026-06-28,same-game (correlated),8+,all-sports,108556282,0
2026-06-28,same-game (correlated),8+,mixed,1112080,0
2026-06-28,unclassified (pending legs),unknown,unknown,21862,1
2026-06-29,multi-game (independent),2,all-sports,24751619,0
2026-06-29,multi-game (independent),2,mixed,75241,0
2026-06-29,multi-game (independent),3,all-sports,31112847,0
2026-06-29,multi-game (independent),3,mixed,44281,0
2026-06-29,multi-game (independent),4,all-sports,23225480,0
2026-06-29,multi-game (independent),4,mixed,109942,0
2026-06-29,multi-game (independent),5-7,all-sports,39917273,0
2026-06-29,multi-game (independent),5-7,mixed,71140,0
2026-06-29,multi-game (independent),8+,all-sports,79676363,0
2026-06-29,multi-game (independent),8+,mixed,117315,0
2026-06-29,same-game (correlated),2,all-nonsports,95374,0
2026-06-29,same-game (correlated),2,all-sports,36424442,0
2026-06-29,same-game (correlated),3,all-nonsports,58416,0
2026-06-29,same-game (correlated),3,all-sports,37431330,0
2026-06-29,same-game (correlated),3,mixed,15123,0
2026-06-29,same-game (correlated),4,all-nonsports,69805,0
2026-06-29,same-game (correlated),4,all-sports,29391661,0
2026-06-29,same-game (correlated),4,mixed,45169,0
2026-06-29,same-game (correlated),5-7,all-nonsports,268176,0
2026-06-29,same-game (correlated),5-7,all-sports,70738611,0
2026-06-29,same-game (correlated),5-7,mixed,90868,0
2026-06-29,same-game (correlated),8+,all-nonsports,7529,0
2026-06-29,same-game (correlated),8+,all-sports,180515116,0
2026-06-29,same-game (correlated),8+,mixed,1111134,0
2026-06-29,unclassified (pending legs),unknown,unknown,131241,1
2026-06-30,multi-game (independent),2,all-sports,25671845,0
2026-06-30,multi-game (independent),2,mixed,42714,0
2026-06-30,multi-game (independent),3,all-sports,30145945,0
2026-06-30,multi-game (independent),3,mixed,80394,0
2026-06-30,multi-game (independent),4,all-sports,22126051,0
2026-06-30,multi-game (independent),4,mixed,44927,0
2026-06-30,multi-game (independent),5-7,all-sports,37796563,0
2026-06-30,multi-game (independent),5-7,mixed,214937,0
2026-06-30,multi-game (independent),8+,all-sports,77914695,0
2026-06-30,multi-game (independent),8+,mixed,110624,0
2026-06-30,same-game (correlated),2,all-nonsports,112208,0
2026-06-30,same-game (correlated),2,all-sports,47691036,0
2026-06-30,same-game (correlated),3,all-nonsports,95257,0
2026-06-30,same-game (correlated),3,all-sports,51423868,0
2026-06-30,same-game (correlated),3,mixed,13105,0
2026-06-30,same-game (correlated),4,all-nonsports,71539,0
2026-06-30,same-game (correlated),4,all-sports,40931382,0
2026-06-30,same-game (correlated),4,mixed,39510,0
2026-06-30,same-game (correlated),5-7,all-nonsports,230647,0
2026-06-30,same-game (correlated),5-7,all-sports,84431853,0
2026-06-30,same-game (correlated),5-7,mixed,91664,0
2026-06-30,same-game (correlated),8+,all-nonsports,5020,0
2026-06-30,same-game (correlated),8+,all-sports,151279022,0
2026-06-30,same-game (correlated),8+,mixed,1242809,0
2026-06-30,unclassified (pending legs),unknown,unknown,114830,1
2026-07-01,multi-game (independent),2,all-sports,29246103,0
2026-07-01,multi-game (independent),2,mixed,81390,0
2026-07-01,multi-game (independent),3,all-sports,35250354,0
2026-07-01,multi-game (independent),3,mixed,45583,0
2026-07-01,multi-game (independent),4,all-sports,24239943,0
2026-07-01,multi-game (independent),4,mixed,43384,0
2026-07-01,multi-game (independent),5-7,all-sports,45447911,0
2026-07-01,multi-game (independent),5-7,mixed,83497,0
2026-07-01,multi-game (independent),8+,all-sports,60561832,0
2026-07-01,multi-game (independent),8+,mixed,94178,0
2026-07-01,same-game (correlated),2,all-nonsports,149302,0
2026-07-01,same-game (correlated),2,all-sports,45777878,0
2026-07-01,same-game (correlated),3,all-nonsports,100678,0
2026-07-01,same-game (correlated),3,all-sports,52014857,0
2026-07-01,same-game (correlated),3,mixed,11136,0
2026-07-01,same-game (correlated),4,all-nonsports,64278,0
2026-07-01,same-game (correlated),4,all-sports,42753641,0
2026-07-01,same-game (correlated),4,mixed,22729,0
2026-07-01,same-game (correlated),5-7,all-nonsports,279201,0
2026-07-01,same-game (correlated),5-7,all-sports,100659802,0
2026-07-01,same-game (correlated),5-7,mixed,103060,0
2026-07-01,same-game (correlated),8+,all-nonsports,6869,0
2026-07-01,same-game (correlated),8+,all-sports,188951999,0
2026-07-01,same-game (correlated),8+,mixed,2488806,0
2026-07-01,unclassified (pending legs),unknown,unknown,125950,1
2026-07-02,multi-game (independent),2,all-sports,26383985,0
2026-07-02,multi-game (independent),2,mixed,108746,0
2026-07-02,multi-game (independent),3,all-sports,30126282,0
2026-07-02,multi-game (independent),3,mixed,87682,0
2026-07-02,multi-game (independent),4,all-sports,17568026,0
2026-07-02,multi-game (independent),4,mixed,41910,0
2026-07-02,multi-game (independent),5-7,all-sports,35240863,0
2026-07-02,multi-game (independent),5-7,mixed,96850,0
2026-07-02,multi-game (independent),8+,all-sports,35811008,0
2026-07-02,multi-game (independent),8+,mixed,58416,0
2026-07-02,same-game (correlated),2,all-nonsports,141699,0
2026-07-02,same-game (correlated),2,all-sports,43470812,0
2026-07-02,same-game (correlated),3,all-nonsports,63099,0
2026-07-02,same-game (correlated),3,all-sports,45735774,0
2026-07-02,same-game (correlated),3,mixed,26797,0
2026-07-02,same-game (correlated),4,all-nonsports,49247,0
2026-07-02,same-game (correlated),4,all-sports,39468965,0
2026-07-02,same-game (correlated),4,mixed,21150,0
2026-07-02,same-game (correlated),5-7,all-nonsports,284423,0
2026-07-02,same-game (correlated),5-7,all-sports,97899229,0
2026-07-02,same-game (correlated),5-7,mixed,73209,0
2026-07-02,same-game (correlated),8+,all-nonsports,11113,0
2026-07-02,same-game (correlated),8+,all-sports,178448978,0
2026-07-02,same-game (correlated),8+,mixed,1797461,0
2026-07-02,unclassified (pending legs),unknown,unknown,95040,1
2026-07-03,multi-game (independent),2,all-sports,23948692,0
2026-07-03,multi-game (independent),2,mixed,74330,0
2026-07-03,multi-game (independent),3,all-sports,29789084,0
2026-07-03,multi-game (independent),3,mixed,46282,0
2026-07-03,multi-game (independent),4,all-sports,20363260,0
2026-07-03,multi-game (independent),4,mixed,45666,0
2026-07-03,multi-game (independent),5-7,all-sports,49135895,0
2026-07-03,multi-game (independent),5-7,mixed,83508,0
2026-07-03,multi-game (independent),8+,all-sports,55384754,0
2026-07-03,multi-game (independent),8+,mixed,87027,0
2026-07-03,same-game (correlated),2,all-nonsports,120442,0
2026-07-03,same-game (correlated),2,all-sports,52484624,0
2026-07-03,same-game (correlated),3,all-nonsports,82937,0
2026-07-03,same-game (correlated),3,all-sports,52330595,0
2026-07-03,same-game (correlated),3,mixed,46398,0
2026-07-03,same-game (correlated),4,all-nonsports,65418,0
2026-07-03,same-game (correlated),4,all-sports,42307607,0
2026-07-03,same-game (correlated),4,mixed,54193,0
2026-07-03,same-game (correlated),5-7,all-nonsports,239704,0
2026-07-03,same-game (correlated),5-7,all-sports,115027559,0
2026-07-03,same-game (correlated),5-7,mixed,150695,0
2026-07-03,same-game (correlated),8+,all-nonsports,8332,0
2026-07-03,same-game (correlated),8+,all-sports,205436481,0
2026-07-03,same-game (correlated),8+,mixed,1311469,0
2026-07-03,unclassified (pending legs),unknown,unknown,58939,1
2026-07-04,multi-game (independent),2,all-sports,28912291,0
2026-07-04,multi-game (independent),2,mixed,90791,0
2026-07-04,multi-game (independent),3,all-sports,28871985,0
2026-07-04,multi-game (independent),3,mixed,26385,0
2026-07-04,multi-game (independent),4,all-sports,25195446,0
2026-07-04,multi-game (independent),4,mixed,36968,0
2026-07-04,multi-game (independent),5-7,all-sports,52762974,0
2026-07-04,multi-game (independent),5-7,mixed,100881,0
2026-07-04,multi-game (independent),8+,all-sports,72749029,0
2026-07-04,multi-game (independent),8+,mixed,150605,0
2026-07-04,same-game (correlated),2,all-nonsports,102154,0
2026-07-04,same-game (correlated),2,all-sports,44822033,0
2026-07-04,same-game (correlated),3,all-nonsports,62682,0
2026-07-04,same-game (correlated),3,all-sports,37804555,0
2026-07-04,same-game (correlated),3,mixed,33586,0
2026-07-04,same-game (correlated),4,all-nonsports,77849,0
2026-07-04,same-game (correlated),4,all-sports,43501565,0
2026-07-04,same-game (correlated),4,mixed,19554,0
2026-07-04,same-game (correlated),5-7,all-nonsports,277033,0
2026-07-04,same-game (correlated),5-7,all-sports,122553204,0
2026-07-04,same-game (correlated),5-7,mixed,121203,0
2026-07-04,same-game (correlated),8+,all-nonsports,8008,0
2026-07-04,same-game (correlated),8+,all-sports,184865463,0
2026-07-04,same-game (correlated),8+,mixed,1624966,0
2026-07-04,unclassified (pending legs),unknown,unknown,20493,1
2026-07-05,multi-game (independent),2,all-sports,31240455,0
2026-07-05,multi-game (independent),2,mixed,96808,0
2026-07-05,multi-game (independent),3,all-sports,23456332,0
2026-07-05,multi-game (independent),3,mixed,54641,0
2026-07-05,multi-game (independent),4,all-sports,18644386,0
2026-07-05,multi-game (independent),4,mixed,63086,0
2026-07-05,multi-game (independent),5-7,all-sports,41161961,0
2026-07-05,multi-game (independent),5-7,mixed,120595,0
2026-07-05,multi-game (independent),8+,all-sports,47417632,0
2026-07-05,multi-game (independent),8+,mixed,102659,0
2026-07-05,same-game (correlated),2,all-nonsports,126225,0
2026-07-05,same-game (correlated),2,all-sports,74875315,0
2026-07-05,same-game (correlated),3,all-nonsports,62482,0
2026-07-05,same-game (correlated),3,all-sports,66288704,0
2026-07-05,same-game (correlated),3,mixed,30817,0
2026-07-05,same-game (correlated),4,all-nonsports,75476,0
2026-07-05,same-game (correlated),4,all-sports,72505745,0
2026-07-05,same-game (correlated),4,mixed,15027,0
2026-07-05,same-game (correlated),5-7,all-nonsports,228515,0
2026-07-05,same-game (correlated),5-7,all-sports,175737752,0
2026-07-05,same-game (correlated),5-7,mixed,121691,0
2026-07-05,same-game (correlated),8+,all-nonsports,18115,0
2026-07-05,same-game (correlated),8+,all-sports,144956009,0
2026-07-05,same-game (correlated),8+,mixed,1270821,0
2026-07-05,unclassified (pending legs),unknown,unknown,40814,1
2026-07-06,multi-game (independent),2,all-sports,27904470,0
2026-07-06,multi-game (independent),2,mixed,186656,0
2026-07-06,multi-game (independent),3,all-sports,23621767,0
2026-07-06,multi-game (independent),3,mixed,66427,0
2026-07-06,multi-game (independent),4,all-sports,20035818,0
2026-07-06,multi-game (independent),4,mixed,14858,0
2026-07-06,multi-game (independent),5-7,all-sports,33981810,0
2026-07-06,multi-game (independent),5-7,mixed,156904,0
2026-07-06,multi-game (independent),8+,all-sports,19922629,0
2026-07-06,multi-game (independent),8+,mixed,118131,0
2026-07-06,same-game (correlated),2,all-nonsports,97292,0
2026-07-06,same-game (correlated),2,all-sports,58622936,0
2026-07-06,same-game (correlated),3,all-nonsports,87078,0
2026-07-06,same-game (correlated),3,all-sports,54327562,0
2026-07-06,same-game (correlated),3,mixed,65383,0
2026-07-06,same-game (correlated),4,all-nonsports,76429,0
2026-07-06,same-game (correlated),4,all-sports,69402386,0
2026-07-06,same-game (correlated),4,mixed,28773,0
2026-07-06,same-game (correlated),5-7,all-nonsports,649809,0
2026-07-06,same-game (correlated),5-7,all-sports,155343497,0
2026-07-06,same-game (correlated),5-7,mixed,114047,0
2026-07-06,same-game (correlated),8+,all-nonsports,1559,0
2026-07-06,same-game (correlated),8+,all-sports,149535470,0
2026-07-06,same-game (correlated),8+,mixed,1189310,0
2026-07-06,unclassified (pending legs),unknown,unknown,314901,1
2026-07-07,multi-game (independent),2,all-sports,25232354,0
2026-07-07,multi-game (independent),2,mixed,111062,0
2026-07-07,multi-game (independent),3,all-sports,25351431,0
2026-07-07,multi-game (independent),3,mixed,110258,0
2026-07-07,multi-game (independent),4,all-sports,22923703,0
2026-07-07,multi-game (independent),4,mixed,22499,0
2026-07-07,multi-game (independent),5-7,all-sports,38323579,0
2026-07-07,multi-game (independent),5-7,mixed,119915,0
2026-07-07,multi-game (independent),8+,all-sports,72571922,0
2026-07-07,multi-game (independent),8+,mixed,100035,0
2026-07-07,same-game (correlated),2,all-nonsports,110661,0
2026-07-07,same-game (correlated),2,all-sports,52347972,0
2026-07-07,same-game (correlated),3,all-nonsports,80779,0
2026-07-07,same-game (correlated),3,all-sports,49116466,0
2026-07-07,same-game (correlated),3,mixed,51925,0
2026-07-07,same-game (correlated),4,all-nonsports,68987,0
2026-07-07,same-game (correlated),4,all-sports,56781370,0
2026-07-07,same-game (correlated),4,mixed,30927,0
2026-07-07,same-game (correlated),5-7,all-nonsports,385523,0
2026-07-07,same-game (correlated),5-7,all-sports,100302069,0
2026-07-07,same-game (correlated),5-7,mixed,98577,0
2026-07-07,same-game (correlated),8+,all-nonsports,1157,0
2026-07-07,same-game (correlated),8+,all-sports,101004673,0
2026-07-07,same-game (correlated),8+,mixed,1402151,0
2026-07-07,unclassified (pending legs),unknown,unknown,82986,1
2026-07-08,multi-game (independent),2,all-sports,23718025,0
2026-07-08,multi-game (independent),2,mixed,226462,0
2026-07-08,multi-game (independent),3,all-sports,25262830,0
2026-07-08,multi-game (independent),3,mixed,89702,0
2026-07-08,multi-game (independent),4,all-sports,24069690,0
2026-07-08,multi-game (independent),4,mixed,77637,0
2026-07-08,multi-game (independent),5-7,all-sports,42087329,0
2026-07-08,multi-game (independent),5-7,mixed,165700,0
2026-07-08,multi-game (independent),8+,all-sports,102731396,0
2026-07-08,multi-game (independent),8+,mixed,74752,0
2026-07-08,same-game (correlated),2,all-nonsports,153369,0
2026-07-08,same-game (correlated),2,all-sports,11603579,0
2026-07-08,same-game (correlated),3,all-nonsports,99682,0
2026-07-08,same-game (correlated),3,all-sports,14699057,0
2026-07-08,same-game (correlated),3,mixed,706944,0
2026-07-08,same-game (correlated),4,all-nonsports,77089,0
2026-07-08,same-game (correlated),4,all-sports,29590190,0
2026-07-08,same-game (correlated),4,mixed,25450,0
2026-07-08,same-game (correlated),5-7,all-nonsports,603080,0
2026-07-08,same-game (correlated),5-7,all-sports,47372037,0
2026-07-08,same-game (correlated),5-7,mixed,134504,0
2026-07-08,same-game (correlated),8+,all-nonsports,6478,0
2026-07-08,same-game (correlated),8+,all-sports,97483722,0
2026-07-08,same-game (correlated),8+,mixed,1056084,0
2026-07-08,unclassified (pending legs),unknown,unknown,196347,1
2026-07-09,multi-game (independent),2,all-sports,31038724,0
2026-07-09,multi-game (independent),2,mixed,85729,0
2026-07-09,multi-game (independent),3,all-sports,37354573,0
2026-07-09,multi-game (independent),3,mixed,80948,0
2026-07-09,multi-game (independent),4,all-sports,27337830,0
2026-07-09,multi-game (independent),4,mixed,48098,0
2026-07-09,multi-game (independent),5-7,all-sports,48760365,0
2026-07-09,multi-game (independent),5-7,mixed,138737,0
2026-07-09,multi-game (independent),8+,all-sports,53942270,0
2026-07-09,multi-game (independent),8+,mixed,145155,0
2026-07-09,same-game (correlated),2,all-nonsports,113958,0
2026-07-09,same-game (correlated),2,all-sports,30277459,0
2026-07-09,same-game (correlated),3,all-nonsports,93245,0
2026-07-09,same-game (correlated),3,all-sports,35769289,0
2026-07-09,same-game (correlated),3,mixed,13679,0
2026-07-09,same-game (correlated),4,all-nonsports,67710,0
2026-07-09,same-game (correlated),4,all-sports,54596009,0
2026-07-09,same-game (correlated),4,mixed,30410,0
2026-07-09,same-game (correlated),5-7,all-nonsports,379341,0
2026-07-09,same-game (correlated),5-7,all-sports,87552728,0
2026-07-09,same-game (correlated),5-7,mixed,118879,0
2026-07-09,same-game (correlated),8+,all-nonsports,15704,0
2026-07-09,same-game (correlated),8+,all-sports,132096709,0
2026-07-09,same-game (correlated),8+,mixed,1867581,0
2026-07-09,unclassified (pending legs),unknown,unknown,880161,1
2026-07-10,multi-game (independent),2,all-sports,28777183,0
2026-07-10,multi-game (independent),2,mixed,81493,0
2026-07-10,multi-game (independent),3,all-sports,31798526,0
2026-07-10,multi-game (independent),3,mixed,68553,0
2026-07-10,multi-game (independent),4,all-sports,26414491,0
2026-07-10,multi-game (independent),4,mixed,57935,0
2026-07-10,multi-game (independent),5-7,all-sports,55433444,0
2026-07-10,multi-game (independent),5-7,mixed,136362,0
2026-07-10,multi-game (independent),8+,all-sports,129704560,0
2026-07-10,multi-game (independent),8+,mixed,192792,0
2026-07-10,same-game (correlated),2,all-nonsports,107694,0
2026-07-10,same-game (correlated),2,all-sports,31684224,0
2026-07-10,same-game (correlated),3,all-nonsports,76327,0
2026-07-10,same-game (correlated),3,all-sports,35668204,0
2026-07-10,same-game (correlated),3,mixed,58070,0
2026-07-10,same-game (correlated),4,all-nonsports,67734,0
2026-07-10,same-game (correlated),4,all-sports,34019695,0
2026-07-10,same-game (correlated),4,mixed,19496,0
2026-07-10,same-game (correlated),5-7,all-nonsports,600113,0
2026-07-10,same-game (correlated),5-7,all-sports,74299172,0
2026-07-10,same-game (correlated),5-7,mixed,124897,0
2026-07-10,same-game (correlated),8+,all-nonsports,27382,0
2026-07-10,same-game (correlated),8+,all-sports,96960018,0
2026-07-10,same-game (correlated),8+,mixed,1551662,0
2026-07-10,unclassified (pending legs),unknown,unknown,747382,1
2026-07-11,multi-game (independent),2,all-sports,59852300,0
2026-07-11,multi-game (independent),2,mixed,133579,0
2026-07-11,multi-game (independent),3,all-sports,58339705,0
2026-07-11,multi-game (independent),3,mixed,103181,0
2026-07-11,multi-game (independent),4,all-sports,46136172,0
2026-07-11,multi-game (independent),4,mixed,44726,0
2026-07-11,multi-game (independent),5-7,all-sports,106347325,0
2026-07-11,multi-game (independent),5-7,mixed,62503,0
2026-07-11,multi-game (independent),8+,all-sports,120181193,0
2026-07-11,multi-game (independent),8+,mixed,108722,0
2026-07-11,same-game (correlated),2,all-nonsports,86240,0
2026-07-11,same-game (correlated),2,all-sports,62496175,0
2026-07-11,same-game (correlated),3,all-nonsports,64595,0
2026-07-11,same-game (correlated),3,all-sports,64047033,0
2026-07-11,same-game (correlated),3,mixed,42147,0
2026-07-11,same-game (correlated),4,all-nonsports,61917,0
2026-07-11,same-game (correlated),4,all-sports,69115805,0
2026-07-11,same-game (correlated),4,mixed,61358,0
2026-07-11,same-game (correlated),5-7,all-nonsports,308456,0
2026-07-11,same-game (correlated),5-7,all-sports,123336600,0
2026-07-11,same-game (correlated),5-7,mixed,112395,0
2026-07-11,same-game (correlated),8+,all-nonsports,23638,0
2026-07-11,same-game (correlated),8+,all-sports,136479090,0
2026-07-11,same-game (correlated),8+,mixed,2074289,0
2026-07-11,unclassified (pending legs),unknown,unknown,2394656,1
2026-07-12,multi-game (independent),2,all-sports,24253972,0
2026-07-12,multi-game (independent),2,mixed,80585,0
2026-07-12,multi-game (independent),3,all-sports,24827622,0
2026-07-12,multi-game (independent),3,mixed,72037,0
2026-07-12,multi-game (independent),4,all-sports,19849449,0
2026-07-12,multi-game (independent),4,mixed,24036,0
2026-07-12,multi-game (independent),5-7,all-sports,37313461,0
2026-07-12,multi-game (independent),5-7,mixed,48955,0
2026-07-12,multi-game (independent),8+,all-sports,87945318,0
2026-07-12,multi-game (independent),8+,mixed,95804,0
2026-07-12,same-game (correlated),2,all-nonsports,196127,0
2026-07-12,same-game (correlated),2,all-sports,12653952,0
2026-07-12,same-game (correlated),3,all-nonsports,96913,0
2026-07-12,same-game (correlated),3,all-sports,9642597,0
2026-07-12,same-game (correlated),3,mixed,13644,0
2026-07-12,same-game (correlated),4,all-nonsports,117709,0
2026-07-12,same-game (correlated),4,all-sports,15153791,0
2026-07-12,same-game (correlated),4,mixed,10704,0
2026-07-12,same-game (correlated),5-7,all-nonsports,572599,0
2026-07-12,same-game (correlated),5-7,all-sports,30985135,0
2026-07-12,same-game (correlated),5-7,mixed,223375,0
2026-07-12,same-game (correlated),8+,all-nonsports,18336,0
2026-07-12,same-game (correlated),8+,all-sports,45713418,0
2026-07-12,same-game (correlated),8+,mixed,2176052,0
2026-07-12,unclassified (pending legs),unknown,unknown,76938,1
2026-07-13,multi-game (independent),2,all-sports,10565723,0
2026-07-13,multi-game (independent),2,mixed,203556,0
2026-07-13,multi-game (independent),3,all-sports,3938834,0
2026-07-13,multi-game (independent),3,mixed,39409,0
2026-07-13,multi-game (independent),4,all-sports,2858645,0
2026-07-13,multi-game (independent),4,mixed,39858,0
2026-07-13,multi-game (independent),5-7,all-sports,6400603,0
2026-07-13,multi-game (independent),5-7,mixed,50916,0
2026-07-13,multi-game (independent),8+,all-sports,17212962,0
2026-07-13,multi-game (independent),8+,mixed,36478,0
2026-07-13,same-game (correlated),2,all-nonsports,157514,0
2026-07-13,same-game (correlated),2,all-sports,9608314,0
2026-07-13,same-game (correlated),3,all-nonsports,261864,0
2026-07-13,same-game (correlated),3,all-sports,12863653,0
2026-07-13,same-game (correlated),3,mixed,557590,0
2026-07-13,same-game (correlated),4,all-nonsports,136936,0
2026-07-13,same-game (correlated),4,all-sports,18374968,0
2026-07-13,same-game (correlated),4,mixed,23694,0
2026-07-13,same-game (correlated),5-7,all-nonsports,507412,0
2026-07-13,same-game (correlated),5-7,all-sports,38997473,0
2026-07-13,same-game (correlated),5-7,mixed,123379,0
2026-07-13,same-game (correlated),8+,all-nonsports,34128,0
2026-07-13,same-game (correlated),8+,all-sports,30119966,0
2026-07-13,same-game (correlated),8+,mixed,1563516,0
2026-07-13,unclassified (pending legs),unknown,unknown,30113,1
2026-07-14,multi-game (independent),2,all-sports,15135708,0
2026-07-14,multi-game (independent),2,mixed,136773,0
2026-07-14,multi-game (independent),3,all-sports,6772308,0
2026-07-14,multi-game (independent),3,mixed,49029,0
2026-07-14,multi-game (independent),4,all-sports,5198823,0
2026-07-14,multi-game (independent),4,mixed,47033,0
2026-07-14,multi-game (independent),5-7,all-sports,9954408,0
2026-07-14,multi-game (independent),5-7,mixed,71025,0
2026-07-14,multi-game (independent),8+,all-sports,20942878,0
2026-07-14,multi-game (independent),8+,mixed,204584,0
2026-07-14,same-game (correlated),2,all-nonsports,192719,0
2026-07-14,same-game (correlated),2,all-sports,48697702,0
2026-07-14,same-game (correlated),3,all-nonsports,156541,0
2026-07-14,same-game (correlated),3,all-sports,46162548,0
2026-07-14,same-game (correlated),3,mixed,268484,0
2026-07-14,same-game (correlated),4,all-nonsports,145831,0
2026-07-14,same-game (correlated),4,all-sports,56162106,0
2026-07-14,same-game (correlated),4,mixed,26641,0
2026-07-14,same-game (correlated),5-7,all-nonsports,545403,0
2026-07-14,same-game (correlated),5-7,all-sports,99381156,0
2026-07-14,same-game (correlated),5-7,mixed,197935,0
2026-07-14,same-game (correlated),8+,all-nonsports,66066,0
2026-07-14,same-game (correlated),8+,all-sports,57652855,0
2026-07-14,same-game (correlated),8+,mixed,1908611,0
2026-07-14,unclassified (pending legs),unknown,unknown,73145,1
2026-07-15,multi-game (independent),2,all-sports,12687933,0
2026-07-15,multi-game (independent),2,mixed,272974,0
2026-07-15,multi-game (independent),3,all-sports,7836155,0
2026-07-15,multi-game (independent),3,mixed,56762,0
2026-07-15,multi-game (independent),4,all-sports,5445252,0
2026-07-15,multi-game (independent),4,mixed,55632,0
2026-07-15,multi-game (independent),5-7,all-sports,12008013,0
2026-07-15,multi-game (independent),5-7,mixed,101941,0
2026-07-15,multi-game (independent),8+,all-sports,27204550,0
2026-07-15,multi-game (independent),8+,mixed,132611,0
2026-07-15,same-game (correlated),2,all-nonsports,156680,0
2026-07-15,same-game (correlated),2,all-sports,48999601,0
2026-07-15,same-game (correlated),3,all-nonsports,130425,0
2026-07-15,same-game (correlated),3,all-sports,54584021,0
2026-07-15,same-game (correlated),3,mixed,209355,0
2026-07-15,same-game (correlated),4,all-nonsports,117831,0
2026-07-15,same-game (correlated),4,all-sports,51364130,0
2026-07-15,same-game (correlated),4,mixed,14190,0
2026-07-15,same-game (correlated),5-7,all-nonsports,530623,0
2026-07-15,same-game (correlated),5-7,all-sports,66381682,0
2026-07-15,same-game (correlated),5-7,mixed,117512,0
2026-07-15,same-game (correlated),8+,all-nonsports,30662,0
2026-07-15,same-game (correlated),8+,all-sports,31488792,0
2026-07-15,same-game (correlated),8+,mixed,1921963,0
2026-07-15,unclassified (pending legs),unknown,unknown,44871,1
2026-07-16,multi-game (independent),2,all-sports,14264001,0
2026-07-16,multi-game (independent),2,mixed,44458,0
2026-07-16,multi-game (independent),3,all-sports,7323701,0
2026-07-16,multi-game (independent),3,mixed,72207,0
2026-07-16,multi-game (independent),4,all-sports,6648813,0
2026-07-16,multi-game (independent),4,mixed,25785,0
2026-07-16,multi-game (independent),5-7,all-sports,15890947,0
2026-07-16,multi-game (independent),5-7,mixed,47982,0
2026-07-16,multi-game (independent),8+,all-sports,34007362,0
2026-07-16,multi-game (independent),8+,mixed,149640,0
2026-07-16,same-game (correlated),2,all-nonsports,220692,0
2026-07-16,same-game (correlated),2,all-sports,9357740,0
2026-07-16,same-game (correlated),3,all-nonsports,133815,0
2026-07-16,same-game (correlated),3,all-sports,8993856,0
2026-07-16,same-game (correlated),3,mixed,10461,0
2026-07-16,same-game (correlated),4,all-nonsports,170118,0
2026-07-16,same-game (correlated),4,all-sports,13799717,0
2026-07-16,same-game (correlated),4,mixed,11617,0
2026-07-16,same-game (correlated),5-7,all-nonsports,550172,0
2026-07-16,same-game (correlated),5-7,all-sports,28608127,0
2026-07-16,same-game (correlated),5-7,mixed,92627,0
2026-07-16,same-game (correlated),8+,all-nonsports,8369,0
2026-07-16,same-game (correlated),8+,all-sports,30584544,0
2026-07-16,same-game (correlated),8+,mixed,1950141,0
2026-07-16,unclassified (pending legs),unknown,unknown,133549,1
2026-07-17,multi-game (independent),2,all-sports,26214086,0
2026-07-17,multi-game (independent),2,mixed,92532,0
2026-07-17,multi-game (independent),3,all-sports,25802090,0
2026-07-17,multi-game (independent),3,mixed,130807,0
2026-07-17,multi-game (independent),4,all-sports,23720687,0
2026-07-17,multi-game (independent),4,mixed,61642,0
2026-07-17,multi-game (independent),5-7,all-sports,56077616,0
2026-07-17,multi-game (independent),5-7,mixed,143224,0
2026-07-17,multi-game (independent),8+,all-sports,111921908,0
2026-07-17,multi-game (independent),8+,mixed,105926,0
2026-07-17,same-game (correlated),2,all-nonsports,188620,0
2026-07-17,same-game (correlated),2,all-sports,11744546,0
2026-07-17,same-game (correlated),3,all-nonsports,168647,0
2026-07-17,same-game (correlated),3,all-sports,11644581,0
2026-07-17,same-game (correlated),3,mixed,307798,0
2026-07-17,same-game (correlated),4,all-nonsports,153310,0
2026-07-17,same-game (correlated),4,all-sports,18942690,0
2026-07-17,same-game (correlated),4,mixed,17650,0
2026-07-17,same-game (correlated),5-7,all-nonsports,706333,0
2026-07-17,same-game (correlated),5-7,all-sports,53657436,0
2026-07-17,same-game (correlated),5-7,mixed,198429,0
2026-07-17,same-game (correlated),8+,all-nonsports,108971,0
2026-07-17,same-game (correlated),8+,all-sports,76764777,0
2026-07-17,same-game (correlated),8+,mixed,1835868,0
2026-07-17,unclassified (pending legs),unknown,unknown,61405,1
2026-07-18,multi-game (independent),2,all-sports,39957658,0
2026-07-18,multi-game (independent),2,mixed,134977,0
2026-07-18,multi-game (independent),3,all-sports,35639368,0
2026-07-18,multi-game (independent),3,mixed,82518,0
2026-07-18,multi-game (independent),4,all-sports,34060109,0
2026-07-18,multi-game (independent),4,mixed,58728,0
2026-07-18,multi-game (independent),5-7,all-sports,67511029,0
2026-07-18,multi-game (independent),5-7,mixed,69965,0
2026-07-18,multi-game (independent),8+,all-sports,115239153,0
