date,Kalshi,ForecastEx,Polymarket_US,Crypto.com/Nadex
2024-05-31,1095225,,,
2024-06-01,166405,,,
2024-06-02,1117839,,,
2024-06-03,833720,,,
2024-06-04,1469439,,,
2024-06-05,1393032,,,
2024-06-06,960256,,,
2024-06-07,1257816,,,
2024-06-08,250167,,,
2024-06-09,897555,,,
2024-06-10,1115077,,,
2024-06-11,1206823,,,
2024-06-12,2369609,,,
2024-06-13,1080433,,,
2024-06-14,1006679,,,
2024-06-15,604832,,,
2024-06-16,1665419,,,
2024-06-17,980381,,,
2024-06-18,954082,,,
2024-06-19,377988,,,
2024-06-20,1445414,,,
2024-06-21,706751,,,
2024-06-22,165614,,,
2024-06-23,900876,,,
2024-06-24,722812,,,
2024-06-25,940603,,,
2024-06-26,935962,,,
2024-06-27,1792251,,,
2024-06-28,1426586,,,
2024-06-29,585843,,,
2024-06-30,1278961,,,
2024-07-01,1425699,,,
2024-07-02,1005411,,,
2024-07-03,897980,,,
2024-07-04,370379,,,
2024-07-05,1191128,,,
2024-07-06,311974,,,
2024-07-07,1509055,,,
2024-07-08,723019,,,
2024-07-09,850693,,,
2024-07-10,778340,,,
2024-07-11,1412884,,,
2024-07-12,1513805,,,
2024-07-13,161058,,,
2024-07-14,1173172,,,
2024-07-15,1509847,,,
2024-07-16,989157,,,
2024-07-17,1050526,,,
2024-07-18,977011,,,
2024-07-19,838926,,,
2024-07-20,102601,,,
2024-07-21,708121,,,
2024-07-22,1312584,,,
2024-07-23,1250340,,,
2024-07-24,925751,,,
2024-07-25,1202065,,,
2024-07-26,1075159,,,
2024-07-27,151700,,,
2024-07-28,143652,,,
2024-07-29,743178,,,
2024-07-30,1201029,,,
2024-07-31,1445539,,,
2024-08-01,1579212,763,,
2024-08-02,1667897,950,,
2024-08-03,235713,,,
2024-08-04,261346,,,
2024-08-05,1404874,123,,
2024-08-06,1147337,129,,
2024-08-07,1004835,205,,
2024-08-08,1154993,432,,
2024-08-09,990262,635,,
2024-08-10,125568,,,
2024-08-11,97439,,,
2024-08-12,801489,579,,
2024-08-13,1249472,246,,
2024-08-14,1489468,252,,
2024-08-15,1299607,445,,
2024-08-16,744976,450,,
2024-08-17,171043,,,
2024-08-18,120659,,,
2024-08-19,993327,1016,,
2024-08-20,684194,230,,
2024-08-21,867852,535,,
2024-08-22,825055,180,,
2024-08-23,1007588,166,,
2024-08-24,132591,,,
2024-08-25,112316,,,
2024-08-26,684864,235,,
2024-08-27,774467,330,,
2024-08-28,824776,66,,
2024-08-29,998426,1148,,
2024-08-30,609934,389,,
2024-08-31,105027,,,
2024-09-01,89283,,,
2024-09-02,86948,235,,
2024-09-03,847252,30,,
2024-09-04,962511,486,,
2024-09-05,741070,1915,,
2024-09-06,1416522,476,,
2024-09-07,118187,,,
2024-09-08,186653,,,
2024-09-09,741554,1015,,
2024-09-10,961223,557,,
2024-09-11,1185375,757,,
2024-09-12,1470288,482,,
2024-09-13,1144607,590,,
2024-09-14,241362,,,
2024-09-15,142067,,,
2024-09-16,842469,2975,,
2024-09-17,1005439,4290,,
2024-09-18,1958545,21641,,
2024-09-19,798990,770,,
2024-09-20,808630,421,,
2024-09-21,209125,,,
2024-09-22,137001,,,
2024-09-23,504805,676,,
2024-09-24,712251,458,,
2024-09-25,929070,648,,
2024-09-26,900161,389,,
2024-09-27,1102952,1323,,
2024-09-28,86189,,,
2024-09-29,76535,,,
2024-09-30,1073650,531,,
2024-10-01,927381,421,,
2024-10-02,1044141,2337,,
2024-10-03,704463,2773,,
2024-10-04,1197001,778903,,
2024-10-05,167357,,,
2024-10-06,176389,,,
2024-10-07,1506645,745110,,
2024-10-08,1749549,564588,,
2024-10-09,2487557,827105,,
2024-10-10,2923658,1101345,,
2024-10-11,3114107,1043933,,
2024-10-12,988474,,,
2024-10-13,970148,,,
2024-10-14,1885287,1187881,,
2024-10-15,9760859,946028,,
2024-10-16,7839381,1089659,,
2024-10-17,10775917,2008272,,
2024-10-18,10599783,1166140,,
2024-10-19,3424683,,,
2024-10-20,3151586,,,
2024-10-21,16274855,1900502,,
2024-10-22,15608692,1614750,,
2024-10-23,16136595,1913248,,
2024-10-24,20010343,1547945,,
2024-10-25,18525931,2244781,,
2024-10-26,6876900,265626,,
2024-10-27,7543596,229736,,
2024-10-28,11639837,1932935,,
2024-10-29,26243329,10943585,,
2024-10-30,25932899,21820571,,
2024-10-31,49903529,32815616,,
2024-11-01,49313189,25669676,,
2024-11-02,40587253,7134392,,
2024-11-03,34644392,30395835,,
2024-11-04,107003957,71933536,,
2024-11-05,245472270,89402602,,
2024-11-06,209645373,262182993,,
2024-11-07,76663470,8450606,,
2024-11-08,46065082,4853471,,
2024-11-09,34221398,,,
2024-11-10,30888754,,,
2024-11-11,37801010,6847274,,
2024-11-12,38474934,3927330,,
2024-11-13,42171295,3765664,,
2024-11-14,31626159,1969034,,
2024-11-15,25105863,1443127,,
2024-11-16,9686192,,,
2024-11-17,16205540,,,
2024-11-18,28954908,1581843,,
2024-11-19,25690936,674470,,
2024-11-20,17087322,680712,,
2024-11-21,23792440,707887,,
2024-11-22,17618395,558190,,
2024-11-23,7460422,,,
2024-11-24,6592328,,,
2024-11-25,13729065,744238,,
2024-11-26,25107543,497575,,
2024-11-27,10290713,377787,,
2024-11-28,5338509,553040,,
2024-11-29,6821611,211478,,
2024-11-30,6673264,,,
2024-12-01,5386133,,,
2024-12-02,9036703,453909,,
2024-12-03,18497743,39501,,
2024-12-04,12581071,274068,,
2024-12-05,19158728,217292,,
2024-12-06,10608311,218372,,
2024-12-07,4823453,,,
2024-12-08,4383246,,,
2024-12-09,9775870,322286,,
2024-12-10,7832756,273058,,
2024-12-11,10023586,168525,,
2024-12-12,7990508,216196,,
2024-12-13,7518166,106663,,
2024-12-14,4621443,,,
2024-12-15,4536646,,,
2024-12-16,6361350,185298,,
2024-12-17,9583720,139233,,
2024-12-18,9288060,160016,,
2024-12-19,7460600,191918,,
2024-12-20,8568868,216766,,
2024-12-21,4112168,,,
2024-12-22,3624049,,,
2024-12-23,5708821,113405,,1504
2024-12-24,3736499,92117,,3511
2024-12-25,3456143,22010,,2887
2024-12-26,4055746,141923,,2438
2024-12-27,4551912,117178,,2597
2024-12-28,2920304,,,
2024-12-29,3640372,,,
2024-12-30,4473170,258518,,1844
2024-12-31,7818218,99330,,1599
2025-01-01,3345610,58699,,1580
2025-01-02,4286823,161438,,3918
2025-01-03,6651940,198251,,3040
2025-01-04,3066040,,,
2025-01-05,4330924,,,
2025-01-06,7104317,21956,,3211
2025-01-07,5332330,2761,,3162
2025-01-08,4872863,2073,,3191
2025-01-09,4035366,3737,,3934
2025-01-10,4830804,3836,,3592
2025-01-11,2647656,,,
2025-01-12,2680637,,,
2025-01-13,4304212,4483,,2403
2025-01-14,5014075,2700,,1554
2025-01-15,5182384,8994,,2188
2025-01-16,5688829,5922,,3772
2025-01-17,6337451,2710,,3138
2025-01-18,4930801,,,
2025-01-19,5158983,,,
2025-01-20,17809082,5266,,5656
2025-01-21,8079006,4212,,2738
2025-01-22,7713320,4252,,1886
2025-01-23,7598851,6143,,2570
2025-01-24,7117791,11565,,3231
2025-01-25,3719597,,,
2025-01-26,6719832,,,
2025-01-27,4882214,9216,,3227
2025-01-28,4661607,6056,,1943
2025-01-29,5810800,2421,,2007
2025-01-30,5939526,6172,,1822
2025-01-31,5084114,4475,,1530
2025-02-01,4172923,,,
2025-02-02,6145710,,,
2025-02-03,7513738,10032,,1882
2025-02-04,7321735,8169,,1366
2025-02-05,5127936,7331,,1559
2025-02-06,6294666,5387,,1953
2025-02-07,6247983,9863,,4766
2025-02-08,4769115,,,
2025-02-09,30694235,,,
2025-02-10,6565176,8521,,1795
2025-02-11,5997381,11841,,1666
2025-02-12,7338860,9494,,672
2025-02-13,7166553,9410,,644
2025-02-14,5769450,3643,,364
2025-02-15,3931024,,,
2025-02-16,4789523,,,
2025-02-17,4663684,5995,,778
2025-02-18,6327038,18014,,407
2025-02-19,5592045,8161,,822
2025-02-20,7271500,8473,,491
2025-02-21,5932220,35659,,431
2025-02-22,3857947,,,
2025-02-23,4090966,,,
2025-02-24,5533704,13794,,535
2025-02-25,5542623,8430,,714
2025-02-26,6068885,14809,,616
2025-02-27,6449315,15088,,739
2025-02-28,5357747,4502,,676
2025-03-01,3225339,,,
2025-03-02,6902658,,,
2025-03-03,6020413,8587,,834
2025-03-04,12768784,12170,,655
2025-03-05,7278980,8639,,856
2025-03-06,5217130,12565,,634
2025-03-07,5337855,10911,,684
2025-03-08,3049560,,,
2025-03-09,2938051,,,
2025-03-10,4827262,24275,,412
2025-03-11,5587371,6434,,566
2025-03-12,4462948,10277,,861
2025-03-13,5325806,19136,,1161
2025-03-14,5410790,34710,,610
2025-03-15,3519592,,,
2025-03-16,3589750,,,
2025-03-17,5012065,40741,,765
2025-03-18,7321727,23677,,988
2025-03-19,13526536,16778,,1353
2025-03-20,37615974,14569,,2158
2025-03-21,49934117,10594,,2469
2025-03-22,51966770,,,
2025-03-23,55664767,,,
2025-03-24,17503770,10271,,2677
2025-03-25,6230148,37433,,2198
2025-03-26,6775409,26887,,1665
2025-03-27,32538304,8977,,1989
2025-03-28,44840203,13371,,3366
2025-03-29,51579234,,,
2025-03-30,35764698,,,
2025-03-31,19422798,8107,,3388
2025-04-01,11720263,9494,,2324
2025-04-02,8467194,14618,,2623
2025-04-03,7348721,10198,,2054
2025-04-04,21247754,9212,,2310
2025-04-05,47504185,,,
2025-04-06,16191041,,,
2025-04-07,34749516,40431,,6916
2025-04-08,5435689,15814,,6298
2025-04-09,16485826,32562,,4825
2025-04-10,24773660,12439,,5211
2025-04-11,18887592,26964,,3912
2025-04-12,21133089,,,
2025-04-13,32774503,,,
2025-04-14,5725074,30150,,1826
2025-04-15,7384971,8773,,2216
2025-04-16,8943655,4660,,4395
2025-04-17,7389069,9580,,3138
2025-04-18,6235959,3625,,2179
2025-04-19,11081660,,,
2025-04-20,8732254,,,
2025-04-21,11580442,11134,,5117
2025-04-22,13895075,6782,,5590
2025-04-23,12788938,32920,,6321
2025-04-24,12037279,11007,,5361
2025-04-25,12167235,69609,,5504
2025-04-26,8518923,,,
2025-04-27,9941373,,,
2025-04-28,21955567,18218,,6357
2025-04-29,19343039,9145,,6677
2025-04-30,15953042,23100,,7159
2025-05-01,16097044,18487,,8202
2025-05-02,17745323,71406,,5817
2025-05-03,14447784,3553,,
2025-05-04,18058896,1740,,
2025-05-05,17511425,24211,,9462
2025-05-06,23399204,87026,,8574
2025-05-07,24458812,21985,,11306
2025-05-08,14554159,33237,,10459
2025-05-09,13999636,35935,,7340
2025-05-10,14602125,367,,
2025-05-11,13935831,3639,,
2025-05-12,19856691,85240,,7678
2025-05-13,26368034,47657,,29945
2025-05-14,25930445,35625,,98929
2025-05-15,25071172,20937,,80711
2025-05-16,21537215,28167,,57821
2025-05-17,16296623,960,,
2025-05-18,26837373,1435,,
2025-05-19,11369539,56184,,18317
2025-05-20,21683218,51155,,18486
2025-05-21,27303615,68262,,48455
2025-05-22,22338073,50589,,51454
2025-05-23,25598000,115857,,50708
2025-05-24,20855429,259,,
2025-05-25,32847286,2654,,
2025-05-26,25525448,11475,,55151
2025-05-27,27662154,29972,,53568
2025-05-28,25779393,59233,,60071
2025-05-29,29526461,67430,,61007
2025-05-30,13912732,87195,,40024
2025-05-31,29261758,2588,,
2025-06-01,11907434,5234,,
2025-06-02,11897050,78744,,7687
2025-06-03,13738836,183500,,15585
2025-06-04,25436226,146354,,18645
2025-06-05,42788869,124072,,33492
2025-06-06,37412106,162880,,49339
2025-06-07,23570051,1278,,
2025-06-08,49823164,2431,,
2025-06-09,19033987,179983,,49409
2025-06-10,16187112,294998,,29374
2025-06-11,39016207,399600,,19135
2025-06-12,43943727,163634,,56059
2025-06-13,52707719,242810,,45101
2025-06-14,30774139,1156,,
2025-06-15,29617964,1864,,
2025-06-16,34995127,167216,,29497
2025-06-17,24280770,198114,,62453
2025-06-18,16690566,275795,,47625
2025-06-19,41965785,86990,,20016
2025-06-20,18463749,140707,,38827
2025-06-21,13970293,1216,,
2025-06-22,50003400,7486,,
2025-06-23,14083306,226212,,10456
2025-06-24,21424267,238147,,4258
2025-06-25,16137855,326610,,5183
2025-06-26,13925536,48045,,6808
2025-06-27,15661699,325573,,7481
2025-06-28,21106591,3169,,
2025-06-29,14226148,8103,,
2025-06-30,16990703,130184,,28240
2025-07-01,18264431,181364,,36380
2025-07-02,16621469,148630,,40305
2025-07-03,22638731,426722,,40503
2025-07-04,21563199,192968,,36639
2025-07-05,16158111,89220,,
2025-07-06,25597209,712344,,
2025-07-07,29628378,187393,,34176
2025-07-08,28742361,110231,,37864
2025-07-09,34806547,150353,,42538
2025-07-10,30575785,101382,,23656
2025-07-11,32672753,223892,,16507
2025-07-12,18075646,4745,,
2025-07-13,35382042,10848,,
2025-07-14,25628255,112877,,5112
2025-07-15,23182009,118289,,10686
2025-07-16,20613795,142437,,13668
2025-07-17,20553146,131222,,12991
2025-07-18,23909539,107121,,14821
2025-07-19,31791831,2477,,
2025-07-20,25238644,26825,,
2025-07-21,17510940,69485,,41301
2025-07-22,18574930,104573,,50284
2025-07-23,23307662,59222,,65916
2025-07-24,22269814,143308,,54131
2025-07-25,24118090,80343,,31399
2025-07-26,22591163,7037,,
2025-07-27,28470030,18711,,
2025-07-28,19478984,98993,,12772
2025-07-29,22275034,184397,,26573
2025-07-30,21120418,313900,,51400
2025-07-31,18966386,243272,,9917
2025-08-01,25113234,192694,,19968
2025-08-02,19869967,1188,,
2025-08-03,16204734,18209,,
2025-08-04,13996381,99804,,6123
2025-08-05,17183898,333832,,217667
2025-08-06,16853590,176332,,285743
2025-08-07,21170448,137969,,251104
2025-08-08,23845368,208938,,126437
2025-08-09,23010408,3766,,
2025-08-10,34965589,13449,,
2025-08-11,16911975,122504,,135206
2025-08-12,19381070,140494,,248991
2025-08-13,22258031,165079,,343414
2025-08-14,25737195,184921,,367989
2025-08-15,26842655,305645,,127859
2025-08-16,32209979,994,,
2025-08-17,35341997,7728,,
2025-08-18,17515673,70478,,168907
2025-08-19,18228093,185483,,393749
2025-08-20,21518756,241401,,469839
2025-08-21,23537064,101772,,434127
2025-08-22,32217324,302346,,336178
2025-08-23,40323441,1252,,
2025-08-24,33614639,16631,,
2025-08-25,25923942,499011,,278500
2025-08-26,22074711,162114,,427014
2025-08-27,23356063,170610,,565666
2025-08-28,36556234,253144,,493488
2025-08-29,42428332,246580,,467225
2025-08-30,87244547,6735,,
2025-08-31,58940177,18630,,
2025-09-01,38836744,88466,,688901
2025-09-02,31095750,230380,,566169
2025-09-03,49882469,167278,,906633
2025-09-04,52435015,136298,,1435617
2025-09-05,85129506,254059,,1760403
2025-09-06,107726607,3258,,
2025-09-07,196134790,74318,,
2025-09-08,60569973,245208,,2269362
2025-09-09,27759392,363716,,1995244
2025-09-10,25190344,575606,,1624835
2025-09-11,52179163,226648,,1817019
2025-09-12,54268779,234678,,2176924
2025-09-13,159177991,4123,,
2025-09-14,182851616,36464,,
2025-09-15,82172820,241133,,3243860
2025-09-16,53062562,494161,,3312339
2025-09-17,58252816,1129904,,2838707
2025-09-18,71634742,292971,,3639653
2025-09-19,65104398,190228,,3947105
2025-09-20,182092117,23966,,
2025-09-21,215839670,24613,,
2025-09-22,72739107,139610,,4894025
2025-09-23,33235432,81803,,3588003
2025-09-24,34308884,187372,,3140252
2025-09-25,70445553,187387,,3977527
2025-09-26,105522447,125596,,4184933
2025-09-27,260688428,27071,,
2025-09-28,277753304,204710,,
2025-09-29,89832516,95576,,6082374
2025-09-30,67700108,152026,,4180938
2025-10-01,77328266,154250,,3566538
2025-10-02,122623287,182713,,4334121
2025-10-03,60557815,290213,,5958603
2025-10-04,241389395,12979,,
2025-10-05,296898477,18338,,
2025-10-06,108320791,372373,,6661244
2025-10-07,69584650,99523,,5560748
2025-10-08,91978998,67835,,4068420
2025-10-09,113608021,202478,,3620063
2025-10-10,84884637,227800,,5691848
2025-10-11,219595129,3995,,
2025-10-12,221073694,88950,,
2025-10-13,125615988,534063,,6306022
2025-10-14,59306528,506591,,5739702
2025-10-15,65806370,300292,,3267787
2025-10-16,110974311,645218,,3210412
2025-10-17,108444407,1153170,,5941512
2025-10-18,229541645,1868,,
2025-10-19,250699565,563901,,
2025-10-20,125262478,616035,,7647980
2025-10-21,94778529,538120,,6449396
2025-10-22,109399536,235159,,5208004
2025-10-23,110434927,415755,,6402318
2025-10-24,142415646,793759,,6625332
2025-10-25,254944797,267541,,
2025-10-26,244043673,553852,,
2025-10-27,121033948,2142750,,7679632
2025-10-28,136852964,3335788,,7623803
2025-10-29,145592319,2874386,,6487343
2025-10-30,127238055,3226443,412,8403603
2025-10-31,127625174,2183342,1517,7289429
2025-11-01,296113889,940274,50,
2025-11-02,306420729,1507081,6583,
2025-11-03,156658270,4095615,3859,11389245
2025-11-04,177314786,12931297,528,12897850
2025-11-05,126328176,7149430,555,8372341
2025-11-06,130643898,893476,1199,6550567
2025-11-07,123947052,1196373,664,11650862
2025-11-08,270275737,301586,74,
2025-11-09,319565615,87874,12350,
2025-11-10,137626533,293530,12142,9369060
2025-11-11,125437807,348001,3237,8678514
2025-11-12,136691531,318462,850,7563926
2025-11-13,126020557,405273,5177,8860331
2025-11-14,130680195,487036,4861,7304581
2025-11-15,268830311,14106,7689,
2025-11-16,314873954,16256,285448,
2025-11-17,115167911,258338,454402,11992867
2025-11-18,108502114,445297,16827,9699310
2025-11-19,112581328,1071285,6750,7160743
2025-11-20,140907350,1735744,5962,8441322
2025-11-21,130809747,2518191,9470,10550717
2025-11-22,252384216,1550490,3313,
2025-11-23,284342678,2655386,220770,
2025-11-24,123031025,2316459,260791,12232547
2025-11-25,117140441,2636143,65937,8854928
2025-11-26,146688707,2938852,4632,9577067
2025-11-27,273561855,1702315,39836,16475826
2025-11-28,261440798,2550137,77047,22226994
2025-11-29,290535585,2072024,96620,
2025-11-30,305449659,11617660,357373,
2025-12-01,146732891,2779049,1221574,12408827
2025-12-02,127057772,3024396,405562,18918984
2025-12-03,148510119,3495747,480035,19469782
2025-12-04,155660758,3026445,627621,12032389
2025-12-05,139103549,3214669,942192,11275064
2025-12-06,249804148,2363330,1329420,
2025-12-07,328682321,10771264,2530500,
2025-12-08,144783518,3325371,782071,9585493
2025-12-09,126939967,2693305,356905,8025366
2025-12-10,134580183,3947496,481817,7552674
2025-12-11,156962099,3320082,434037,6870261
2025-12-12,132635486,3235990,915010,7586104
2025-12-13,210999346,2229333,1504776,
2025-12-14,331142646,25845548,2247382,
2025-12-15,140254010,2691027,1814022,10818017
2025-12-16,132458104,2538393,1090748,9124794
2025-12-17,138231647,3307766,751174,14234791
2025-12-18,210893762,3014313,1707019,14907778
2025-12-19,275966317,2970615,4806195,13689408
2025-12-20,336559676,1559677,4693007,
2025-12-21,381710154,18831696,6238575,
2025-12-22,182608756,4596653,3855745,13536317
2025-12-23,202399081,16890757,3178632,10999411
2025-12-24,112872436,3877598,3193606,9647764
2025-12-25,312991063,12009713,3528482,11878273
2025-12-26,209724589,3293438,4175843,13737242
2025-12-27,326481119,2757012,5181287,
2025-12-28,360670106,38649651,8555413,
2025-12-29,236034354,2229122,5676074,15295657
2025-12-30,193359609,2705371,5146356,12583391
2025-12-31,297241507,1957857,6997343,14036625
2026-01-01,291154838,1470308,6363463,18880739
2026-01-02,247068578,2136315,4633014,15605967
2026-01-03,311143382,7670815,6153581,
2026-01-04,402663538,50768118,9040880,
2026-01-05,179991188,1603813,4836447,12482371
2026-01-06,200201770,1473639,3861541,13062418
2026-01-07,235967866,1683441,6471633,13922059
2026-01-08,226646902,1737533,8346232,14095040
2026-01-09,247827446,2212284,5338377,13968676
2026-01-10,455448380,2410014,13338719,
2026-01-11,465923005,20995332,17618097,
2026-01-12,259843851,1530067,11105581,14358325
2026-01-13,237027506,2102527,8589357,11625225
2026-01-14,249009738,1887892,8198008,10836991
2026-01-15,234245358,1903217,9385545,14406594
2026-01-16,215440892,2338364,7445407,12901372
2026-01-17,535511995,1742617,11936089,
2026-01-18,421981576,19968357,11944140,
2026-01-19,308184033,6593389,10333657,20255907
2026-01-20,238047888,2219346,7028098,16066633
2026-01-21,247538936,1916708,5817140,15041116
2026-01-22,257665730,2184455,6832603,14360851
2026-01-23,267109236,2267970,9545659,14772058
2026-01-24,396308504,1292149,14357963,
2026-01-25,543062476,1278827,13011259,
2026-01-26,254177103,1867894,10532998,18332980
2026-01-27,298444787,1629850,6288706,13944905
2026-01-28,311016519,1724177,9990921,19092127
2026-01-29,293343945,1626939,11122241,13945472
2026-01-30,323594320,1886481,10540382,18186593
2026-01-31,398682989,1120738,12393866,
2026-02-01,315841786,1136324,11686319,
2026-02-02,240723068,1825951,4865846,10152306
2026-02-03,280114384,2074665,4260606,10067426
2026-02-04,312444210,1943681,8855754,14372846
2026-02-05,307966939,2202442,10848961,17082304
2026-02-06,307117032,2475094,6874250,15254149
2026-02-07,476842602,1665035,10176641,
2026-02-08,871469221,1828699,13937509,
2026-02-09,320486553,1717176,5636926,20761740
2026-02-10,345187028,1739117,8346340,13186837
2026-02-11,370295955,1678200,7688771,11724829
2026-02-12,320459929,2907818,9577875,10365534
2026-02-13,298180630,13478187,7905440,11777138
2026-02-14,424509718,1460926,12126505,
2026-02-15,349040246,1603182,13027719,
2026-02-16,275708396,1703620,3796617,5757858
2026-02-17,319466073,1904076,5269711,7836323
2026-02-18,364797606,2013832,7973127,13058526
2026-02-19,359377233,1919210,9329880,11019614
2026-02-20,353118247,2485892,9043045,17645123
2026-02-21,491443837,1678142,12128541,
2026-02-22,428054756,871955,14125309,
2026-02-23,280102245,1949517,4755299,9510359
2026-02-24,402817536,1912504,5427261,10443479
2026-02-25,390506629,1759350,12499848,16435158
2026-02-26,374918213,1719343,12431520,15357559
2026-02-27,344795406,2129134,11146560,14776404
2026-02-28,510583026,1567584,19382897,
2026-03-01,425659451,1544610,19286373,
2026-03-02,299823562,1755284,7068623,10985172
2026-03-03,375045659,1560240,7397291,15279448
2026-03-04,410262265,1820634,11311124,21715052
2026-03-05,388059902,1674071,10535515,19243065
2026-03-06,404012278,1922455,12860230,18380328
2026-03-07,519788695,1200874,14655336,
2026-03-08,445927587,638145,13640325,
2026-03-09,312485215,1211761,7714154,15295709
2026-03-10,398739518,1310059,8051021,16640044
2026-03-11,421965422,1512434,12440763,21291815
2026-03-12,417668847,1925619,11659115,22719688
2026-03-13,439551024,1913093,13170627,24363713
2026-03-14,485526515,987319,15377104,
2026-03-15,458812752,1126440,13294499,
2026-03-16,300150273,1575714,5477826,15510375
2026-03-17,383114764,1591688,6704601,15376588
2026-03-18,374054908,1617120,7840821,17515957
2026-03-19,645756376,1277841,21497455,29858387
2026-03-20,579801486,1684886,57994875,32106216
2026-03-21,568677971,716342,55253220,
2026-03-22,544711596,781064,60092116,
2026-03-23,343302756,1150895,48879795,21026277
2026-03-24,294369950,1102499,26421212,13417344
2026-03-25,333937537,1050050,17857584,11454178
2026-03-26,406408470,1069830,32496627,17977938
2026-03-27,449404961,1514945,36502655,19735797
2026-03-28,468407187,944792,48284848,
2026-03-29,434403572,825402,38653144,
2026-03-30,355380891,1106193,26430198,15316126
2026-03-31,369741763,1044316,33366167,16310712
2026-04-01,402232310,1034363,32079560,18947532
2026-04-02,368501331,945471,20409716,15311801
2026-04-03,415890092,1140710,32202814,19023459
2026-04-04,527991281,1271637,36274450,
2026-04-05,464769573,929521,28521153,
2026-04-06,448608352,1129485,36573774,20676561
2026-04-07,473779160,1355395,86033644,22954236
2026-04-08,525506576,1351357,46354499,24401842
2026-04-09,478014543,1378626,85086890,23886999
2026-04-10,528574763,1022745,97949882,20161494
2026-04-11,531282506,929813,59218593,
2026-04-12,552523376,912723,71203838,
2026-04-13,335581178,805330,29599559,17273543
2026-04-14,429908781,1133934,20198333,14952022
2026-04-15,417492130,1301034,28890638,21336820
2026-04-16,379725836,1831974,35144980,21801818
2026-04-17,444780264,1476516,24049188,16948285
2026-04-18,538222894,1338788,35299228,
2026-04-19,510563029,808939,33716022,
2026-04-20,415945554,1204817,23507239,18174786
2026-04-21,545891371,1109897,27293415,19422920
2026-04-22,526257066,1251650,37198614,27199752
2026-04-23,532563569,1033614,32578906,25253335
2026-04-24,523568565,1074929,32156379,23987159
2026-04-25,700609593,737269,45037140,
2026-04-26,661008884,652759,54047358,
2026-04-27,468207565,776284,30846314,20643016
2026-04-28,583630439,913121,43949313,21298276
2026-04-29,539232388,1133127,43801323,22417618
2026-04-30,530452964,997898,51939869,25607262
2026-05-01,568020339,1031181,41570652,20081801
2026-05-02,544601997,646090,49970256,
2026-05-03,572652179,702159,41356956,
2026-05-04,516745429,816509,34101510,15271967
2026-05-05,536789929,944309,39087546,18842327
2026-05-06,549887077,921836,47559208,20962305
2026-05-07,555885411,895531,48255078,22505978
2026-05-08,565239410,1028031,53120748,21607876
2026-05-09,720380664,654966,51495419,
2026-05-10,687100092,611368,59373448,
2026-05-11,514407267,833685,41115922,17882964
2026-05-12,529044395,911684,48041946,22763522
2026-05-13,516809514,872733,51074903,20640157
2026-05-14,494532663,883926,70110154,23709693
2026-05-15,582614243,860853,57961729,17882888
2026-05-16,584981665,603857,78924007,
2026-05-17,604357093,385511,69302933,
2026-05-18,502608122,819883,38854831,9431589
2026-05-19,569228736,881090,67944869,17247668
2026-05-20,597874804,808268,65232299,24602902
2026-05-21,511752109,855901,65446570,23772260
2026-05-22,580619454,858042,57655265,
2026-05-23,592968255,543697,73062597,
2026-05-24,672086266,410133,79530602,
2026-05-25,554564995,548469,51769858,21810986
2026-05-26,495296434,806203,48939805,20508250
2026-05-27,555036529,782671,62275160,25299832
2026-05-28,551920499,886567,60326201,23350787
2026-05-29,586819172,709650,66463076,21952475
2026-05-30,800616923,578805,73578550,
2026-05-31,589518243,619351,75559805,
2026-06-01,505670624,904739,39190582,13625657
2026-06-02,580038287,914302,59622820,18838090
2026-06-03,738674438,1054891,67422939,21081451
2026-06-04,563769942,1163425,89922812,22183336
2026-06-05,777991332,1062309,33241834,16653814
2026-06-06,656286666,611569,326199176,
2026-06-07,611108187,574671,277165271,
2026-06-08,694882802,817131,170836177,9667387
2026-06-09,661240942,704912,360325980,16821466
2026-06-10,872724526,825797,737976124,20335859
2026-06-11,773993164,692375,,27313418
2026-06-12,916344206,720529,,21721085
2026-06-13,1224773663,697195,,
2026-06-14,1236153292,796623,,
2026-06-15,1103520180,1079096,,37347010
2026-06-16,209235725,,,
